Player,Draft_Year,Team,Conf,G,Cmp,Att,Yds,TD,Int,Rushing_Att,Rushing_Yds,Rushing_TD
D.J. Jones,2021,North Carolina,ACC,,,,,,,11.0,65.0,1.0
D.J. Jones,2022,North Carolina,ACC,,,,,,,60.0,253.0,0.0
D.J. Jones,2023,North Carolina,ACC,,,,,,,26.0,124.0,1.0
D.J. Mack Jr.,2020,UCF,American,9.0,19.0,31.0,219.0,4.0,1.0,41.0,179.0,3.0
D.J. Mack Jr.,2022,Old Dominion,CUSA,7.0,86.0,167.0,859.0,5.0,7.0,76.0,154.0,6.0
D.J. Mack Jr.,2023,Old Dominion,Sun Belt,5.0,1.0,3.0,21.0,1.0,0.0,5.0,33.0,1.0
D.J. Matthews,2020,Florida State,ACC,12.0,1.0,1.0,25.0,0.0,0.0,4.0,18.0,0.0
D.J. Matthews,2022,Indiana,Big Ten,,,,,,,2.0,28.0,1.0
D.J. Matthews,2023,Indiana,Big Ten,,,,,,,4.0,0.0,0.0
D.J. Stubbs,2020,Liberty,Ind,13.0,1.0,2.0,38.0,0.0,0.0,1.0,-12.0,0.0
D.J. Stubbs,2021,Liberty,Ind,,,,,,,2.0,-10.0,0.0
D.J. Stubbs,2022,Liberty,Ind,11.0,1.0,1.0,44.0,0.0,0.0,,,
D.J. Taylor,2021,Arizona State,Pac-12,,,,,,,2.0,5.0,0.0
D.J. Uiagalelei,2021,Clemson,ACC,10.0,78.0,117.0,914.0,5.0,0.0,28.0,60.0,4.0
D.J. Uiagalelei,2022,Clemson,ACC,13.0,208.0,374.0,2246.0,9.0,10.0,105.0,308.0,4.0
D.J. Uiagalelei,2023,Clemson,ACC,13.0,229.0,370.0,2521.0,22.0,7.0,142.0,545.0,7.0
D.J. Uiagalelei,2024,Oregon State,Pac-12,12.0,180.0,315.0,2638.0,21.0,7.0,68.0,219.0,6.0
D.J. Williams,2020,Auburn,SEC,,,,,,,84.0,400.0,2.0
D.J. Williams,2021,Auburn,SEC,,,,,,,38.0,199.0,3.0
D.J. Williams,2022,Florida State,ACC,,,,,,,10.0,47.0,1.0
D.J. Williams,2023,Arizona,Pac-12,,,,,,,60.0,376.0,3.0
D.J. Williams,2024,Arizona,Pac-12,,,,,,,85.0,372.0,5.0
D.L. Knock,2020,Ohio,MAC,13.0,1.0,1.0,2.0,1.0,0.0,,,
D.Q. James,2023,Wyoming,MWC,,,,,,,40.0,346.0,0.0
D.Q. James,2024,Wyoming,MWC,,,,,,,35.0,106.0,0.0
DC Tabscott,2024,New Mexico,MWC,3.0,1.0,5.0,16.0,0.0,1.0,1.0,5.0,0.0
DJ Chatman,2020,Arkansas State,Sun Belt,,,,,,,26.0,99.0,0.0
DJ England-Chisolm,2020,Middle Tennessee State,CUSA,,,,,,,5.0,9.0,0.0
DJ England-Chisolm,2021,Middle Tennessee State,CUSA,,,,,,,6.0,22.0,0.0
DJ England-Chisolm,2022,Middle Tennessee State,CUSA,,,,,,,8.0,66.0,0.0
DJ England-Chisolm,2023,Middle Tennessee State,CUSA,,,,,,,2.0,12.0,0.0
DJ Giddens,2023,Kansas State,Big 12,,,,,,,89.0,518.0,6.0
DJ Giddens,2024,Kansas State,Big 12,,,,,,,223.0,1226.0,10.0
DJ Lundy,2023,Florida State,ACC,,,,,,,3.0,2.0,2.0
DJ Lundy,2024,Florida State,ACC,,,,,,,1.0,1.0,1.0
DJ Oliver,2024,West Virginia,Big 12,,,,,,,12.0,47.0,1.0
DJ Riles,2023,Middle Tennessee State,CUSA,,,,,,,7.0,19.0,0.0
DJ Riles,2024,Middle Tennessee State,CUSA,12.0,7.0,8.0,78.0,0.0,0.0,19.0,101.0,1.0
DJ Smith,2021,Eastern Michigan,MAC,,,,,,,18.0,18.0,0.0
DJ Smith,2022,Eastern Michigan,MAC,,,,,,,5.0,38.0,0.0
DJ Turner,2021,Pitt,ACC,,,,,,,10.0,65.0,0.0
DJ Twitty,2024,South Carolina,SEC,,,,,,,3.0,0.0,0.0
DK Billingsley,2020,Troy,Sun Belt,,,,,,,155.0,901.0,10.0
DK Billingsley,2021,Troy,Sun Belt,,,,,,,27.0,96.0,1.0
DK Billingsley,2022,Troy,Sun Belt,,,,,,,9.0,30.0,0.0
DK Billingsley,2023,Troy,Sun Belt,,,,,,,142.0,670.0,8.0
DT Sheffield,2024,Washington State,Pac-12,,,,,,,1.0,-3.0,0.0
Da'Joun Hewitt,2020,Purdue,Big Ten,,,,,,,6.0,9.0,0.0
Da'Wain Lofton,2023,Virginia Tech,ACC,,,,,,,1.0,-3.0,0.0
Daba Fofana,2023,Navy,American,,,,,,,186.0,769.0,6.0
Daba Fofana,2024,Navy,American,,,,,,,72.0,283.0,3.0
Dadrian Taylor,2020,UTSA,CUSA,,,,,,,1.0,-9.0,0.0
Dae Dae Hunter,2021,Hawaii,MWC,,,,,,,46.0,183.0,2.0
Dae Dae Hunter,2022,Hawaii,MWC,,,,,,,101.0,651.0,3.0
Dae Dae Hunter,2023,Liberty,Ind,,,,,,,130.0,854.0,8.0
Daedae Hill,2021,Central Michigan,MAC,,,,,,,1.0,2.0,0.0
Daejon Reynolds,2024,Pitt,ACC,,,,,,,1.0,1.0,0.0
Daelen Alexander,2024,Rice,American,,,,,,,18.0,35.0,5.0
Daetrich Harrington,2020,Appalachian State,Sun Belt,,,,,,,50.0,319.0,2.0
Daetrich Harrington,2021,Appalachian State,Sun Belt,,,,,,,106.0,595.0,7.0
Daetrich Harrington,2022,Appalachian State,Sun Belt,,,,,,,46.0,196.0,1.0
Daetrich Harrington,2023,Appalachian State,Sun Belt,,,,,,,81.0,389.0,4.0
Daevon Vigilant,2020,New Mexico,MWC,,,,,,,17.0,53.0,1.0
Daevon Vigilant,2021,New Mexico,MWC,,,,,,,15.0,65.0,0.0
Daewood Davis,2020,Oregon,Pac-12,,,,,,,1.0,-9.0,0.0
Daewood Davis,2022,Western Kentucky,CUSA,,,,,,,1.0,-8.0,0.0
Daewood Davis,2023,Western Kentucky,CUSA,,,,,,,1.0,15.0,0.0
Daijun Edwards,2021,Georgia,SEC,,,,,,,37.0,218.0,1.0
Daijun Edwards,2022,Georgia,SEC,,,,,,,49.0,215.0,3.0
Daijun Edwards,2023,Georgia,SEC,,,,,,,140.0,769.0,7.0
Daijun Edwards,2024,Georgia,SEC,,,,,,,164.0,881.0,13.0
Daimarqua Foster,2020,Texas Christian,Big 12,,,,,,,8.0,66.0,1.0
Daimarqua Foster,2021,Texas Christian,Big 12,,,,,,,22.0,72.0,1.0
Daimarqua Foster,2022,Texas Christian,Big 12,,,,,,,23.0,73.0,0.0
Dajon Harrison,2023,Connecticut,Ind,,,,,,,4.0,4.0,0.0
Dajon Richard,2022,Southern Mississippi,CUSA,11.0,1.0,1.0,3.0,0.0,0.0,94.0,447.0,2.0
Dajon Richard,2023,Southern Mississippi,Sun Belt,,,,,,,8.0,15.0,0.0
Dakereon Joyner,2020,South Carolina,SEC,8.0,16.0,28.0,168.0,0.0,0.0,29.0,107.0,1.0
Dakereon Joyner,2021,South Carolina,SEC,,,,,,,2.0,61.0,1.0
Dakereon Joyner,2022,South Carolina,SEC,13.0,9.0,9.0,160.0,1.0,0.0,18.0,77.0,0.0
Dakereon Joyner,2023,South Carolina,SEC,13.0,3.0,3.0,101.0,1.0,0.0,12.0,56.0,2.0
Dakereon Joyner,2024,South Carolina,SEC,,,,,,,50.0,120.0,5.0
Dakota Williams,2024,Louisiana Tech,CUSA,,,,,,,8.0,11.0,1.0
Dalen Cambre,2021,Louisiana,Sun Belt,10.0,0.0,1.0,0.0,0.0,0.0,,,
Dalen Cobb,2023,Georgia Southern,Sun Belt,6.0,1.0,2.0,3.0,0.0,0.0,,,
Dalen Cobb,2024,Georgia Southern,Sun Belt,12.0,0.0,1.0,0.0,0.0,0.0,7.0,51.0,0.0
Dalen Morris,2020,Navy,American,,,,,,,2.0,16.0,0.0
Dalen Morris,2020,Navy,American,,,,,,,2.0,16.0,0.0
Dalen Morris,2021,Navy,American,9.0,33.0,65.0,579.0,3.0,2.0,68.0,46.0,2.0
Dalen Morris,2021,Navy,American,9.0,33.0,65.0,579.0,3.0,2.0,68.0,46.0,2.0
Dalen Morris,2021,Navy,American,9.0,33.0,65.0,579.0,3.0,2.0,68.0,46.0,2.0
Dalen Morris,2021,Navy,American,9.0,33.0,65.0,579.0,3.0,2.0,68.0,46.0,2.0
Dalen Morris,2024,Hawaii,MWC,9.0,1.0,1.0,11.0,0.0,0.0,16.0,42.0,2.0
Dalevon Campbell,2024,Nevada,MWC,,,,,,,1.0,-1.0,0.0
Dallan Hayden,2023,Ohio State,Big Ten,,,,,,,111.0,553.0,5.0
Dallan Hayden,2024,Ohio State,Big Ten,,,,,,,19.0,110.0,1.0
Dallin Holker,2022,BYU,Ind,,,,,,,1.0,15.0,0.0
Dallin Holker,2024,Colorado State,MWC,,,,,,,1.0,1.0,1.0
Dalton Keene,2020,Virginia Tech,ACC,,,,,,,11.0,33.0,0.0
Dalton Kincaid,2022,Utah,Pac-12,,,,,,,1.0,4.0,0.0
Dalton Rigdon,2020,Texas Tech,Big 12,,,,,,,6.0,12.0,0.0
Dalton Rigdon,2022,Texas Tech,Big 12,,,,,,,1.0,9.0,0.0
Dalton Schoen,2020,Kansas State,Big 12,,,,,,,1.0,4.0,0.0
Dalton Stroman,2024,Appalachian State,Sun Belt,,,,,,,1.0,6.0,0.0
Dalvin Smith,2023,Western Kentucky,CUSA,14.0,1.0,2.0,25.0,1.0,0.0,,,
Dalvin Smith,2024,Western Kentucky,CUSA,11.0,1.0,1.0,32.0,1.0,0.0,1.0,25.0,0.0
Damarcus Thomas,2023,South Alabama,Sun Belt,,,,,,,1.0,0.0,0.0
Damari Alston,2023,Auburn,SEC,,,,,,,14.0,85.0,0.0
Damari Alston,2024,Auburn,SEC,,,,,,,64.0,320.0,2.0
Damarius Good,2021,UCF,American,,,,,,,4.0,24.0,0.0
Damarius Good,2022,UCF,American,,,,,,,1.0,4.0,0.0
Damarius Good,2023,Texas State,Sun Belt,,,,,,,2.0,6.0,0.0
Damarius Good,2024,Texas State,Sun Belt,,,,,,,11.0,105.0,0.0
Damean Bivins,2020,South Alabama,Sun Belt,,,,,,,3.0,17.0,0.0
Dameon Pierce,2020,Florida,SEC,,,,,,,54.0,305.0,4.0
Dameon Pierce,2021,Florida,SEC,,,,,,,106.0,503.0,4.0
Dameon Pierce,2022,Florida,SEC,,,,,,,100.0,574.0,13.0
Damian Henderson,2024,Colorado State,MWC,,,,,,,12.0,50.0,0.0
Damien Martinez,2023,Oregon State,Pac-12,,,,,,,161.0,982.0,7.0
Damien Martinez,2024,Oregon State,Pac-12,,,,,,,194.0,1185.0,9.0
Damien Moore,2021,California,Pac-12,,,,,,,38.0,194.0,0.0
Damien Moore,2022,California,Pac-12,,,,,,,100.0,518.0,6.0
Damien Moore,2023,California,Pac-12,,,,,,,22.0,101.0,0.0
Damien Taylor,2023,Troy,Sun Belt,,,,,,,8.0,30.0,1.0
Damien Taylor,2024,Troy,Sun Belt,,,,,,,67.0,346.0,1.0
Damon Hazelton Jr.,2020,Virginia Tech,ACC,,,,,,,1.0,3.0,0.0
Damon Hazelton Jr.,2021,Missouri,SEC,,,,,,,2.0,3.0,0.0
Damon Ward,2023,North Texas,CUSA,14.0,0.0,1.0,0.0,0.0,0.0,,,
Dan Ellington,2020,Georgia State,Sun Belt,13.0,227.0,355.0,2447.0,22.0,8.0,160.0,668.0,6.0
Dan Villari,2022,Michigan,Big Ten,4.0,1.0,3.0,26.0,0.0,0.0,9.0,35.0,0.0
Dan Villari,2024,Syracuse,ACC,13.0,23.0,33.0,177.0,1.0,2.0,55.0,326.0,2.0
Dane Key,2023,Kentucky,SEC,,,,,,,1.0,-2.0,0.0
Dane Kinamon,2020,Air Force,MWC,,,,,,,1.0,0.0,0.0
Dane Kinamon,2022,Air Force,MWC,12.0,0.0,1.0,0.0,0.0,1.0,37.0,165.0,5.0
Dane Kinamon,2023,Air Force,MWC,,,,,,,5.0,98.0,1.0
Dane Kinamon,2024,Air Force,MWC,,,,,,,7.0,21.0,0.0
Dane Olson,2024,Colorado State,MWC,12.0,0.0,1.0,0.0,0.0,0.0,,,
Daniel Arias,2022,Colorado,Pac-12,,,,,,,2.0,1.0,0.0
Daniel Bangura,2021,Kent State,MAC,,,,,,,6.0,32.0,0.0
Daniel Bangura,2022,Kent State,MAC,,,,,,,8.0,80.0,1.0
Daniel Bangura,2023,Kent State,MAC,,,,,,,5.0,13.0,0.0
Daniel Barker,2022,Illinois,Big Ten,,,,,,,3.0,18.0,1.0
Daniel Barker,2023,Michigan State,Big Ten,,,,,,,2.0,1.0,0.0
Daniel Bellinger,2020,San Diego State,MWC,,,,,,,1.0,-6.0,0.0
Daniel Bellinger,2022,San Diego State,MWC,,,,,,,1.0,2.0,0.0
Daniel Carter,2021,Pitt,ACC,,,,,,,14.0,57.0,1.0
Daniel Carter,2022,Pitt,ACC,,,,,,,8.0,29.0,1.0
Daniel Carter,2023,Pitt,ACC,,,,,,,16.0,51.0,2.0
Daniel Carter,2024,Pitt,ACC,,,,,,,28.0,134.0,2.0
Daniel Faalele,2022,Minnesota,Big Ten,,,,,,,1.0,2.0,1.0
Daniel George,2023,Akron,MAC,,,,,,,1.0,5.0,0.0
Daniel Hishaw Jr.,2021,Kansas,Big 12,,,,,,,52.0,229.0,2.0
Daniel Hishaw Jr.,2023,Kansas,Big 12,,,,,,,44.0,262.0,5.0
Daniel Hishaw Jr.,2024,Kansas,Big 12,,,,,,,121.0,626.0,8.0
Daniel Jackson,2024,Minnesota,Big Ten,,,,,,,1.0,-5.0,0.0
Daniel Jones,2021,Navy,American,,,,,,,1.0,5.0,0.0
Daniel Jones,2022,Navy,American,,,,,,,10.0,55.0,0.0
Daniel Jones,2023,Navy,American,,,,,,,18.0,67.0,0.0
Daniel Karlin,2021,Duke,ACC,,,,,,,1.0,1.0,1.0
Daniel Leconte,2020,Florida Atlantic,CUSA,,,,,,,26.0,87.0,0.0
Daniel Leconte,2021,Florida Atlantic,CUSA,,,,,,,2.0,-2.0,0.0
Daniel Obarski,2022,UCF,American,,,,,,,1.0,13.0,0.0
Daniel Richardson,2020,Central Michigan,MAC,3.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0
Daniel Richardson,2021,Central Michigan,MAC,5.0,64.0,100.0,769.0,4.0,2.0,14.0,-14.0,1.0
Daniel Richardson,2022,Central Michigan,MAC,13.0,191.0,316.0,2633.0,24.0,6.0,23.0,-46.0,0.0
Daniel Richardson,2023,Central Michigan,MAC,12.0,179.0,318.0,1988.0,15.0,5.0,33.0,-55.0,0.0
Daniel Richardson,2024,Florida Atlantic,American,11.0,208.0,322.0,2001.0,13.0,10.0,42.0,-62.0,0.0
Daniel Rodriguez,2020,Oregon State,Pac-12,12.0,0.0,1.0,0.0,0.0,0.0,,,
Daniel Sparks,2021,Louisiana-Monroe,Sun Belt,,,,,,,1.0,-3.0,0.0
Daniel Wood,2024,Utah,Pac-12,,,,,,,5.0,18.0,0.0
Daniel Young,2020,Texas,Big 12,,,,,,,16.0,63.0,2.0
Daniyel Ngata,2021,Arizona State,Pac-12,,,,,,,26.0,108.0,1.0
Daniyel Ngata,2022,Arizona State,Pac-12,,,,,,,56.0,309.0,4.0
Daniyel Ngata,2023,Arizona State,Pac-12,,,,,,,54.0,272.0,1.0
Daniyel Ngata,2024,Washington,Pac-12,,,,,,,7.0,23.0,1.0
Dannis Jackson,2020,Ole Miss,SEC,,,,,,,2.0,12.0,0.0
Dannis Jackson,2021,Ole Miss,SEC,,,,,,,1.0,-8.0,0.0
Danny Davis,2020,Wisconsin,Big Ten,,,,,,,9.0,110.0,1.0
Danny Davis,2021,Wisconsin,Big Ten,,,,,,,8.0,69.0,1.0
Danny Davis,2022,Wisconsin,Big Ten,,,,,,,1.0,1.0,0.0
Danny Gray,2021,SMU,American,,,,,,,3.0,30.0,2.0
Danny Gray,2022,SMU,American,,,,,,,3.0,40.0,0.0
Danny Hughes,2022,Michigan,Big Ten,,,,,,,1.0,5.0,0.0
Danny Hughes,2023,Michigan,Big Ten,,,,,,,6.0,35.0,0.0
Danny Hughes,2024,Michigan,Big Ten,,,,,,,2.0,8.0,0.0
Danny Longman,2023,Boston College,ACC,,,,,,,1.0,24.0,0.0
Danny Pinter,2020,Ball State,MAC,,,,,,,1.0,5.0,1.0
Danny Smith,2020,Boise State,MWC,,,,,,,8.0,31.0,0.0
Danny Smith,2021,Boise State,MWC,,,,,,,12.0,38.0,0.0
Danny Smith,2022,Boise State,MWC,,,,,,,6.0,17.0,0.0
Dante Black,2020,Connecticut,American,,,,,,,13.0,58.0,0.0
Dante Capolungo,2023,Colorado,Pac-12,,,,,,,1.0,-2.0,0.0
Dante Cephas,2021,Kent State,MAC,,,,,,,1.0,6.0,0.0
Dante Cephas,2023,Kent State,MAC,,,,,,,2.0,12.0,0.0
Dante Dowdell,2024,Oregon,Pac-12,,,,,,,17.0,90.0,1.0
Dante Jackson,2024,Akron,MAC,,,,,,,1.0,22.0,0.0
Dante Miller,2023,South Carolina,SEC,,,,,,,6.0,38.0,0.0
Dante Moore,2024,UCLA,Pac-12,9.0,114.0,213.0,1610.0,11.0,9.0,45.0,-84.0,0.0
Dante Wright,2020,Colorado State,MWC,,,,,,,17.0,214.0,2.0
Dante Wright,2021,Colorado State,MWC,,,,,,,9.0,36.0,0.0
Dante Wright,2022,Colorado State,MWC,,,,,,,3.0,-5.0,0.0
Dante Wright,2024,Temple,American,,,,,,,2.0,5.0,0.0
Daquon Godfrey,2020,UAB,CUSA,,,,,,,1.0,0.0,0.0
Darez Snider,2022,Miami (OH),MAC,,,,,,,9.0,28.0,0.0
Darien Rencher,2020,Clemson,ACC,,,,,,,26.0,135.0,2.0
Darien Rencher,2021,Clemson,ACC,,,,,,,24.0,137.0,1.0
Darien Rencher,2022,Clemson,ACC,,,,,,,19.0,62.0,0.0
Darion Anderson,2021,Georgia Southern,Sun Belt,,,,,,,1.0,5.0,0.0
Darion Williamson,2023,Florida State,ACC,,,,,,,2.0,-2.0,0.0
Darion Williamson,2024,Florida State,ACC,,,,,,,2.0,-8.0,0.0
Darius Anderson,2020,Texas Christian,Big 12,,,,,,,151.0,823.0,6.0
Darius Boone Jr.,2020,Eastern Michigan,MAC,,,,,,,2.0,5.0,0.0
Darius Boone Jr.,2021,Eastern Michigan,MAC,,,,,,,44.0,254.0,2.0
Darius Boone Jr.,2022,Eastern Michigan,MAC,,,,,,,120.0,451.0,6.0
Darius Boone Jr.,2023,Eastern Michigan,MAC,,,,,,,26.0,92.0,3.0
Darius Bracy,2021,Central Michigan,MAC,,,,,,,15.0,95.0,0.0
Darius Bracy,2022,Central Michigan,MAC,8.0,3.0,3.0,26.0,1.0,0.0,36.0,212.0,0.0
Darius Bracy,2023,Middle Tennessee State,CUSA,,,,,,,65.0,264.0,4.0
Darius Bradwell,2020,Tulane,American,,,,,,,111.0,484.0,2.0
Darius Lassiter,2024,BYU,Big 12,,,,,,,1.0,5.0,0.0
Darius Lewis,2021,Georgia Southern,Sun Belt,,,,,,,1.0,16.0,0.0
Darius Lewis,2023,Georgia Southern,Sun Belt,,,,,,,1.0,6.0,0.0
Darius Maberry,2020,Southern Mississippi,CUSA,,,,,,,18.0,24.0,0.0
Darius Maberry,2021,Southern Mississippi,CUSA,,,,,,,37.0,207.0,2.0
Darius Maberry,2022,Southern Mississippi,CUSA,,,,,,,5.0,21.0,0.0
Darius Ocean,2021,Western Kentucky,CUSA,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0
Darius Ocean,2023,Western Kentucky,CUSA,5.0,7.0,12.0,135.0,2.0,1.0,8.0,-19.0,0.0
Darius Pinnix,2020,East Carolina,American,,,,,,,73.0,289.0,4.0
Darius Pinnix,2021,East Carolina,American,,,,,,,44.0,120.0,2.0
Darius Stone,2024,Air Force,MWC,,,,,,,1.0,6.0,0.0
Darius Stubbs,2020,Georgia State,Sun Belt,,,,,,,9.0,-6.0,0.0
Darius Taylor,2024,Minnesota,Big Ten,,,,,,,138.0,799.0,5.0
Darius Wade,2020,Bowling Green,MAC,7.0,74.0,130.0,751.0,3.0,3.0,31.0,89.0,0.0
Darran Williams,2020,Nevada-Las Vegas,MWC,,,,,,,25.0,79.0,1.0
Darrell Stewart Jr.,2020,Michigan State,Big Ten,9.0,1.0,1.0,17.0,0.0,0.0,2.0,-13.0,0.0
Darren Grainger,2022,Georgia State,Sun Belt,13.0,136.0,228.0,1715.0,19.0,4.0,133.0,660.0,3.0
Darren Grainger,2023,Georgia State,Sun Belt,12.0,174.0,297.0,2443.0,18.0,7.0,164.0,734.0,6.0
Darren Grainger,2024,Georgia State,Sun Belt,13.0,244.0,358.0,2621.0,20.0,7.0,159.0,736.0,10.0
Darren Lloyd,2024,Coastal Carolina,Sun Belt,,,,,,,2.0,6.0,0.0
Darrian Felix,2020,Oregon,Pac-12,,,,,,,34.0,197.0,2.0
Darrian Felix,2021,South Florida,American,,,,,,,10.0,25.0,0.0
Darrian Felix,2022,South Florida,American,,,,,,,33.0,103.0,0.0
Darrius Smith,2022,Arizona,Pac-12,,,,,,,2.0,4.0,0.0
Darryl Jones,2022,Maryland,Big Ten,,,,,,,1.0,-3.0,0.0
Darrynton Evans,2020,Appalachian State,Sun Belt,14.0,1.0,1.0,14.0,0.0,0.0,255.0,1480.0,18.0
Darvon Hubbard,2021,Texas A&M,SEC,,,,,,,1.0,2.0,0.0
Darvon Hubbard,2022,Texas A&M,SEC,,,,,,,2.0,2.0,0.0
Darvon Hubbard,2023,Temple,American,,,,,,,52.0,206.0,2.0
Darvon Hubbard,2024,Temple,American,,,,,,,83.0,412.0,3.0
Darwin Barlow,2020,Texas Christian,Big 12,,,,,,,22.0,99.0,1.0
Darwin Barlow,2021,Texas Christian,Big 12,,,,,,,73.0,428.0,4.0
Darwin Barlow,2022,USC,Pac-12,,,,,,,62.0,289.0,2.0
Darwin Barlow,2023,USC,Pac-12,,,,,,,16.0,96.0,3.0
Darwin Barlow,2024,USC,Pac-12,,,,,,,8.0,81.0,1.0
Daryon Triche,2024,UTEP,CUSA,,,,,,,5.0,21.0,0.0
Dashaun Davis,2023,Appalachian State,Sun Belt,12.0,1.0,1.0,17.0,1.0,0.0,4.0,33.0,0.0
Dashaun Davis,2024,Appalachian State,Sun Belt,,,,,,,1.0,10.0,0.0
Dashaun Jerkins,2020,Vanderbilt,SEC,,,,,,,1.0,3.0,0.0
Dashaun Jerkins,2021,Vanderbilt,SEC,,,,,,,1.0,7.0,0.0
Daton Montiel,2023,Florida International,CUSA,,,,,,,1.0,-1.0,0.0
David Afari,2022,Miami (OH),MAC,,,,,,,31.0,151.0,0.0
David Aggrey,2023,Colorado State,MWC,,,,,,,1.0,-1.0,0.0
David Amador II,2024,UTSA,American,,,,,,,2.0,43.0,0.0
David Bailey,2020,Boston College,ACC,13.0,1.0,1.0,16.0,1.0,0.0,148.0,844.0,7.0
David Bailey,2021,Boston College,ACC,,,,,,,127.0,503.0,7.0
David Bailey,2022,Colorado State,MWC,,,,,,,197.0,752.0,9.0
David Bailey,2023,Colorado State,MWC,,,,,,,20.0,61.0,0.0
David Bailey,2024,Texas A&M,SEC,,,,,,,20.0,97.0,1.0
David Bell,2020,Purdue,Big Ten,,,,,,,3.0,12.0,1.0
David Bell,2022,Purdue,Big Ten,,,,,,,3.0,39.0,0.0
David Cordero,2024,Hawaii,MWC,,,,,,,32.0,138.0,0.0
David Egbe,2024,Wake Forest,ACC,,,,,,,9.0,23.0,0.0
David Ellis,2020,Indiana,Big Ten,,,,,,,9.0,53.0,1.0
David Ellis,2021,Indiana,Big Ten,,,,,,,16.0,61.0,0.0
David Ellis,2022,Indiana,Big Ten,,,,,,,3.0,12.0,0.0
David Holloman,2022,Indiana,Big Ten,,,,,,,11.0,34.0,0.0
David Holloman,2024,Indiana,Big Ten,,,,,,,6.0,18.0,0.0
David Martin-Robinson,2022,Temple,American,,,,,,,1.0,13.0,0.0
David Martin-Robinson,2024,Temple,American,,,,,,,9.0,13.0,1.0
David Mbadinga,2024,Georgia Southern,Sun Belt,,,,,,,22.0,112.0,2.0
David Moore,2020,Central Michigan,MAC,6.0,94.0,164.0,1143.0,5.0,4.0,22.0,-3.0,1.0
David Shanahan,2023,Georgia Tech,ACC,,,,,,,1.0,-13.0,0.0
David Small,2020,South Florida,American,,,,,,,5.0,35.0,1.0
Davion Ervin-Poindexter,2022,Indiana,Big Ten,,,,,,,44.0,227.0,1.0
Davion Ervin-Poindexter,2023,Western Kentucky,CUSA,,,,,,,116.0,525.0,3.0
Davion Ervin-Poindexter,2024,Western Kentucky,CUSA,,,,,,,63.0,241.0,1.0
Davion Johnson,2020,Miami (OH),MAC,,,,,,,60.0,172.0,2.0
Davion Johnson,2021,Miami (OH),MAC,,,,,,,16.0,68.0,0.0
Davion Johnson,2022,Miami (OH),MAC,,,,,,,4.0,10.0,0.0
Davion Primm,2024,Michigan State,Big Ten,,,,,,,7.0,18.0,0.0
Davis Allen,2023,Clemson,ACC,14.0,0.0,1.0,0.0,0.0,0.0,,,
Davis Beville,2021,Pitt,ACC,6.0,5.0,10.0,30.0,0.0,0.0,4.0,-9.0,0.0
Davis Beville,2022,Pitt,ACC,3.0,17.0,22.0,207.0,1.0,1.0,7.0,-30.0,0.0
Davis Beville,2023,Oklahoma,Big 12,5.0,15.0,30.0,102.0,0.0,1.0,15.0,-15.0,0.0
Davis Beville,2024,Oklahoma,Big 12,,,,,,,3.0,7.0,0.0
Davis Brin,2021,Tulsa,American,2.0,19.0,29.0,268.0,2.0,0.0,4.0,11.0,1.0
Davis Brin,2022,Tulsa,American,13.0,244.0,411.0,3244.0,18.0,16.0,67.0,73.0,1.0
Davis Brin,2023,Tulsa,American,9.0,148.0,250.0,2138.0,17.0,8.0,48.0,-77.0,2.0
Davis Brin,2024,Georgia Southern,Sun Belt,13.0,362.0,552.0,3781.0,24.0,19.0,74.0,-60.0,1.0
Davis Koetter,2022,Boise State,MWC,11.0,0.0,1.0,0.0,0.0,0.0,,,
Davis Koetter,2023,Boise State,MWC,,,,,,,1.0,-6.0,0.0
Davis Mills,2020,Stanford,Pac-12,8.0,158.0,241.0,1960.0,11.0,5.0,32.0,44.0,0.0
Davis Mills,2021,Stanford,Pac-12,5.0,129.0,195.0,1508.0,7.0,3.0,30.0,37.0,3.0
Davis Shanley,2020,Western Kentucky,CUSA,,,,,,,1.0,16.0,0.0
Davis Sherwood,2023,Notre Dame,Ind,13.0,1.0,1.0,20.0,0.0,0.0,,,
Davis Warren,2023,Michigan,Big Ten,5.0,5.0,9.0,89.0,0.0,0.0,3.0,30.0,0.0
Davis Warren,2024,Michigan,Big Ten,3.0,0.0,5.0,0.0,0.0,1.0,2.0,-4.0,0.0
Davon Booth,2024,Utah State,MWC,,,,,,,120.0,805.0,6.0
Davon Jones,2020,Bowling Green,MAC,,,,,,,118.0,518.0,3.0
Davon Tucker,2020,Western Michigan,MAC,,,,,,,69.0,351.0,2.0
Dawaiian McNeely,2021,Wyoming,MWC,,,,,,,14.0,55.0,0.0
Dawaiian McNeely,2022,Wyoming,MWC,,,,,,,17.0,113.0,1.0
Dawaiian McNeely,2023,Wyoming,MWC,,,,,,,63.0,356.0,1.0
Dawson Downing,2020,Missouri,SEC,,,,,,,40.0,227.0,1.0
Dawson Downing,2021,Missouri,SEC,,,,,,,1.0,2.0,0.0
Dawson Downing,2022,Missouri,SEC,,,,,,,38.0,221.0,1.0
Dawson Nobriga,2022,North Texas,CUSA,,,,,,,5.0,23.0,0.0
Dawson Pendergrass,2024,Baylor,Big 12,,,,,,,79.0,338.0,5.0
Dawson Schick,2020,Western Michigan,MAC,,,,,,,8.0,32.0,0.0
